delta;alpha;epsilon;k;time;logSize;variants;approximated;approxThenCalc;fitness;deviations;approximationMode;resources
0.01;0.95;0.01;0.1;5789;390;349;7;0;-1.0;{Mail to Customer=0.019715224534501644, Status Change=0.17305585980284777, External Vendor Assignment=0.0208105147864184, Callback Request=0.001095290251916758, Update=0.002190580503833516, Quality Indicator=0.025191675794085433, Urgency Change=0.0065717415115005475, Open=0.001095290251916758, Assignment=0.45454545454545453, Description Update=0.03066812705366922, Notify By Change=0.0032858707557502738, Vendor Reference=0.001095290251916758, Resolved=0.01095290251916758, Operator Update=0.00547645125958379, Pending vendor=0.0208105147864184, Vendor Reference Change=0.001095290251916758, Analysis/Research=0.004381161007667032, Caused By CI=0.002190580503833516, Problem Workaround=0.001095290251916758, Service Change=0.001095290251916758, Update from customer=0.03066812705366922, Reassignment=0.00547645125958379, Reopen=0.014238773274917854, Impact Change=0.00547645125958379, Communication with customer=0.0416210295728368, Quality Indicator Fixed=0.050383351588170866, External update=0.012048192771084338, Closed=0.03614457831325301, Affected CI Change=0.001095290251916758, Communication with vendor=0.00547645125958379, Quality Indicator Set=0.01095290251916758};NONALIGNING_ALL;{}
0.01;0.95;0.01;0.1;4314;389;365;7;0;-1.0;{Mail to Customer=0.020765027322404372, Status Change=0.17595628415300546, External Vendor Assignment=0.024043715846994537, Update=0.00546448087431694, Quality Indicator=0.012021857923497269, Open=0.003278688524590164, Urgency Change=0.008743169398907104, Assignment=0.47540983606557374, Description Update=0.03278688524590164, Notify By Change=0.002185792349726776, Vendor Reference=0.00546448087431694, Contact Change=0.001092896174863388, Incident reproduction=0.001092896174863388, Resolved=0.009836065573770493, Operator Update=0.007650273224043716, Pending vendor=0.034972677595628415, Analysis/Research=0.001092896174863388, Problem Workaround=0.001092896174863388, Service Change=0.001092896174863388, Update from customer=0.022950819672131147, Reopen=0.01639344262295082, Reassignment=0.004371584699453552, Impact Change=0.007650273224043716, Communication with customer=0.03715846994535519, Quality Indicator Fixed=0.04262295081967213, External update=0.007650273224043716, Closed=0.02622950819672131, Affected CI Change=0.001092896174863388, Communication with vendor=0.007650273224043716, Quality Indicator Set=0.002185792349726776};NONALIGNING_ALL;{}
0.01;0.95;0.01;0.1;5628;389;348;9;0;-1.0;{Mail to Customer=0.029411764705882353, Status Change=0.1383442265795207, External Vendor Assignment=0.03376906318082789, Quality Indicator=0.02287581699346405, Open=0.004357298474945534, Urgency Change=0.006535947712418301, Assignment=0.4684095860566449, Description Update=0.018518518518518517, Notify By Change=0.0010893246187363835, Vendor Reference=0.0054466230936819175, Contact Change=0.0010893246187363835, Resolved=0.00980392156862745, Operator Update=0.006535947712418301, Pending vendor=0.027233115468409588, Analysis/Research=0.010893246187363835, Caused By CI=0.0032679738562091504, Update from customer=0.034858387799564274, Reassignment=0.002178649237472767, Reopen=0.015250544662309368, Impact Change=0.007625272331154684, Communication with customer=0.03159041394335512, Quality Indicator Fixed=0.05773420479302832, External update=0.002178649237472767, Closed=0.037037037037037035, Communication with vendor=0.008714596949891068, Quality Indicator Set=0.015250544662309368};NONALIGNING_ALL;{}
0.01;0.95;0.01;0.1;4003;388;349;10;0;-1.0;{Mail to Customer=0.025056947608200455, Status Change=0.15261958997722094, External Vendor Assignment=0.02733485193621868, Update=0.004555808656036446, Quality Indicator=0.02619589977220957, Urgency Change=0.009111617312072893, Assignment=0.46810933940774485, Notify By Change=0.003416856492027335, Description Update=0.029612756264236904, Vendor Reference=0.003416856492027335, Contact Change=0.0011389521640091116, Resolved=0.015945330296127564, Operator Update=0.002277904328018223, Pending vendor=0.025056947608200455, Analysis/Research=0.004555808656036446, Caused By CI=0.002277904328018223, Problem Workaround=0.003416856492027335, Update from customer=0.030751708428246014, Reopen=0.02164009111617312, Reassignment=0.0011389521640091116, Impact Change=0.010250569476082005, Communication with customer=0.029612756264236904, Quality Indicator Fixed=0.04555808656036447, External update=0.004555808656036446, Closed=0.03758542141230068, Communication with vendor=0.0056947608200455585, Quality Indicator Set=0.007972665148063782, OO Response=0.0011389521640091116};NONALIGNING_ALL;{}
0.01;0.95;0.01;0.1;5200;389;356;9;0;-1.0;{Mail to Customer=0.0319634703196347, Status Change=0.1449771689497717, External Vendor Assignment=0.021689497716894976, Callback Request=0.003424657534246575, Update=0.003424657534246575, Quality Indicator=0.012557077625570776, Urgency Change=0.010273972602739725, Assignment=0.430365296803653, Description Update=0.03881278538812785, Notify By Change=0.001141552511415525, Vendor Reference=0.003424657534246575, Resolved=0.0136986301369863, Operator Update=0.0045662100456621, Pending vendor=0.02054794520547945, Analysis/Research=0.001141552511415525, Caused By CI=0.005707762557077625, Problem Workaround=0.003424657534246575, Update from customer=0.03538812785388128, Reassignment=0.0045662100456621, Reopen=0.0273972602739726, Impact Change=0.00684931506849315, Communication with customer=0.05136986301369863, Quality Indicator Fixed=0.05365296803652968, External update=0.00684931506849315, Closed=0.04908675799086758, Communication with vendor=0.003424657534246575, OO Response=0.001141552511415525, Quality Indicator Set=0.0091324200913242};NONALIGNING_ALL;{}
0.01;0.95;0.01;0.1;5880;390;358;8;0;-1.0;{Mail to Customer=0.030235162374020158, Status Change=0.1534154535274356, External Vendor Reassignment=0.0011198208286674132, External Vendor Assignment=0.026875699888017916, Callback Request=0.0011198208286674132, Quality Indicator=0.02463605823068309, Urgency Change=0.0033594624860022394, Assignment=0.44344904815229563, Description Update=0.03135498320268757, Notify By Change=0.0022396416573348264, Vendor Reference=0.0033594624860022394, Resolved=0.013437849944008958, Operator Update=0.0022396416573348264, Pending vendor=0.025755879059350503, Analysis/Research=0.0033594624860022394, Caused By CI=0.006718924972004479, Update from customer=0.03135498320268757, Reassignment=0.004479283314669653, Reopen=0.0167973124300112, Impact Change=0.0022396416573348264, Communication with customer=0.05039193729003359, Quality Indicator Fixed=0.05375139977603583, External update=0.007838745800671893, Closed=0.03583426651735722, Affected CI Change=0.0011198208286674132, Communication with vendor=0.012318029115341545, Quality Indicator Set=0.011198208286674132};NONALIGNING_ALL;{}
0.01;0.95;0.01;0.1;7351;389;365;7;0;-1.0;{Mail to Customer=0.031714568880079286, Status Change=0.14965312190287414, External Vendor Assignment=0.03270564915758176, Update=0.004955401387512388, Quality Indicator=0.017839444995044598, Urgency Change=0.009910802775024777, Open=0.007928642220019821, Assignment=0.41129831516352827, Description Update=0.027750247770069375, Notify By Change=9.910802775024777E-4, Vendor Reference=0.010901883052527254, Resolved=0.010901883052527254, Operator Update=0.006937561942517344, Pending vendor=0.03369672943508424, Analysis/Research=0.006937561942517344, Caused By CI=0.004955401387512388, Problem Workaround=9.910802775024777E-4, Service Change=0.0019821605550049554, Update from customer=0.028741328047571853, Reassignment=0.010901883052527254, Reopen=0.018830525272547076, Impact Change=0.007928642220019821, Quality Indicator Fixed=0.04162537165510406, Communication with customer=0.031714568880079286, External update=0.010901883052527254, Closed=0.044598612487611496, Affected CI Change=0.0019821605550049554, Communication with vendor=0.018830525272547076, Quality Indicator Set=0.010901883052527254, OO Response=9.910802775024777E-4};NONALIGNING_ALL;{}
0.01;0.95;0.01;0.1;7893;389;359;11;0;-1.0;{Mail to Customer=0.027, Status Change=0.164, External Vendor Reassignment=0.001, External Vendor Assignment=0.033, Update=0.002, Quality Indicator=0.025, Urgency Change=0.009, Open=0.002, Assignment=0.462, Notify By Change=0.001, Description Update=0.028, Vendor Reference=0.003, Resolved=0.007, Operator Update=0.007, Pending vendor=0.017, Analysis/Research=0.001, Caused By CI=0.006, Service Change=0.001, Update from customer=0.031, Reopen=0.009, Reassignment=0.006, Impact Change=0.007, Communication with customer=0.043, Quality Indicator Fixed=0.046, External update=0.007, Closed=0.025, Affected CI Change=0.001, Communication with vendor=0.015, Quality Indicator Set=0.013, OO Response=0.001};NONALIGNING_ALL;{}
0.01;0.95;0.01;0.1;8285;389;353;6;0;-1.0;{Mail to Customer=0.024757804090419805, Status Change=0.16576964477933262, External Vendor Assignment=0.02691065662002153, Update=0.002152852529601722, Quality Indicator=0.015069967707212056, Urgency Change=0.006458557588805167, Open=0.004305705059203444, Assignment=0.48546824542518835, Notify By Change=0.001076426264800861, Description Update=0.02798708288482239, Vendor Reference=0.007534983853606028, Resolved=0.011840688912809472, Operator Update=0.007534983853606028, Pending vendor=0.016146393972012917, Vendor Reference Change=0.001076426264800861, Analysis/Research=0.002152852529601722, Caused By CI=0.004305705059203444, Update from customer=0.016146393972012917, Reopen=0.01829924650161464, Reassignment=0.0032292787944025836, Impact Change=0.005382131324004306, Communication with customer=0.02798708288482239, Quality Indicator Fixed=0.04413347685683531, External update=0.013993541442411194, Closed=0.038751345532831, Communication with vendor=0.008611410118406888, Referred=0.001076426264800861, Quality Indicator Set=0.011840688912809472};NONALIGNING_ALL;{}
0.01;0.95;0.01;0.1;4663;389;361;9;0;-1.0;{Mail to Customer=0.022110552763819097, Status Change=0.18090452261306533, External Vendor Assignment=0.02814070351758794, Update=0.003015075376884422, Quality Indicator=0.018090452261306532, Urgency Change=0.009045226130653266, Open=0.0020100502512562816, Assignment=0.43316582914572865, Description Update=0.03015075376884422, Vendor Reference=0.006030150753768844, Incident reproduction=0.0010050251256281408, Resolved=0.016080402010050253, Operator Update=0.006030150753768844, Pending vendor=0.035175879396984924, Analysis/Research=0.007035175879396985, Caused By CI=0.004020100502512563, Service Change=0.0020100502512562816, Update from customer=0.024120603015075376, Reopen=0.009045226130653266, Reassignment=0.008040201005025126, Impact Change=0.007035175879396985, Communication with customer=0.0371859296482412, Quality Indicator Fixed=0.04824120603015075, External update=0.01306532663316583, Closed=0.023115577889447236, Affected CI Change=0.0010050251256281408, Communication with vendor=0.008040201005025126, Problem Closure=0.0010050251256281408, Quality Indicator Set=0.016080402010050253};NONALIGNING_ALL;{}
0.01;0.9;0.01;0.1;3054;275;248;2;0;-1.0;{Mail to Customer=0.01901743264659271, Status Change=0.1774960380348653, External Vendor Assignment=0.025356576862123614, Update=0.001584786053882726, Quality Indicator=0.028526148969889066, Urgency Change=0.00792393026941363, Open=0.001584786053882726, Assignment=0.4405705229793978, Notify By Change=0.003169572107765452, Description Update=0.030110935023771792, Vendor Reference=0.001584786053882726, Resolved=0.009508716323296355, Operator Update=0.006339144215530904, Pending vendor=0.011093502377179081, Vendor Reference Change=0.001584786053882726, Analysis/Research=0.003169572107765452, Problem Workaround=0.001584786053882726, Service Change=0.001584786053882726, Update from customer=0.03486529318541997, Reassignment=0.00792393026941363, Reopen=0.01584786053882726, Impact Change=0.004754358161648178, Communication with customer=0.03803486529318542, Quality Indicator Fixed=0.05388272583201268, External update=0.014263074484944533, Closed=0.03645007923930269, Affected CI Change=0.001584786053882726, Communication with vendor=0.00792393026941363, Quality Indicator Set=0.012678288431061807};NONALIGNING_ALL;{}
0.01;0.9;0.01;0.1;2076;277;262;3;0;-1.0;{Mail to Customer=0.022865853658536585, Status Change=0.1875, External Vendor Assignment=0.025914634146341462, Update=0.003048780487804878, Quality Indicator=0.010670731707317074, Urgency Change=0.004573170731707317, Open=0.004573170731707317, Assignment=0.4725609756097561, Description Update=0.025914634146341462, Notify By Change=0.003048780487804878, Vendor Reference=0.004573170731707317, Contact Change=0.001524390243902439, Incident reproduction=0.001524390243902439, Resolved=0.009146341463414634, Operator Update=0.003048780487804878, Pending vendor=0.036585365853658534, Problem Workaround=0.001524390243902439, Service Change=0.001524390243902439, Update from customer=0.025914634146341462, Reopen=0.01524390243902439, Reassignment=0.004573170731707317, Impact Change=0.004573170731707317, Communication with customer=0.039634146341463415, Quality Indicator Fixed=0.04420731707317073, External update=0.006097560975609756, Closed=0.025914634146341462, Affected CI Change=0.001524390243902439, Communication with vendor=0.009146341463414634, Quality Indicator Set=0.003048780487804878};NONALIGNING_ALL;{}
0.01;0.9;0.01;0.1;3439;276;247;3;0;-1.0;{Mail to Customer=0.030612244897959183, Status Change=0.1326530612244898, External Vendor Assignment=0.03741496598639456, Quality Indicator=0.022108843537414966, Open=0.006802721088435374, Urgency Change=0.006802721088435374, Assignment=0.4642857142857143, Description Update=0.017006802721088437, Notify By Change=0.0017006802721088435, Vendor Reference=0.006802721088435374, Contact Change=0.0017006802721088435, Resolved=0.011904761904761904, Operator Update=0.00510204081632653, Pending vendor=0.02891156462585034, Analysis/Research=0.013605442176870748, Caused By CI=0.003401360544217687, Update from customer=0.034013605442176874, Reassignment=0.003401360544217687, Reopen=0.008503401360544218, Impact Change=0.006802721088435374, Communication with customer=0.0391156462585034, Quality Indicator Fixed=0.05442176870748299, External update=0.003401360544217687, Closed=0.03741496598639456, Communication with vendor=0.01020408163265306, Quality Indicator Set=0.011904761904761904};NONALIGNING_ALL;{}
0.01;0.9;0.01;0.1;1755;277;251;4;0;-1.0;{Mail to Customer=0.024179620034542316, Status Change=0.15716753022452504, External Vendor Assignment=0.02936096718480138, Update=0.0017271157167530224, Quality Indicator=0.025906735751295335, Urgency Change=0.008635578583765112, Assignment=0.4542314335060449, Notify By Change=0.0017271157167530224, Description Update=0.03281519861830743, Vendor Reference=0.0034542314335060447, Contact Change=0.0017271157167530224, Resolved=0.013816925734024179, Operator Update=0.0017271157167530224, Pending vendor=0.027633851468048358, Analysis/Research=0.0051813471502590676, Caused By CI=0.0017271157167530224, Problem Workaround=0.0034542314335060447, Update from customer=0.03626943005181347, Reopen=0.018998272884283247, Reassignment=0.0017271157167530224, Impact Change=0.010362694300518135, Communication with customer=0.037996545768566495, Quality Indicator Fixed=0.04145077720207254, External update=0.0069084628670120895, Closed=0.03454231433506045, Communication with vendor=0.008635578583765112, Quality Indicator Set=0.0069084628670120895, OO Response=0.0017271157167530224};NONALIGNING_ALL;{}
0.01;0.9;0.01;0.1;3084;276;260;4;0;-1.0;{Mail to Customer=0.03436426116838488, Status Change=0.13745704467353953, External Vendor Assignment=0.018900343642611683, Callback Request=0.003436426116838488, Quality Indicator=0.015463917525773196, Urgency Change=0.003436426116838488, Assignment=0.4261168384879725, Description Update=0.037800687285223365, Notify By Change=0.001718213058419244, Vendor Reference=0.001718213058419244, Resolved=0.015463917525773196, Operator Update=0.006872852233676976, Pending vendor=0.01718213058419244, Caused By CI=0.003436426116838488, Problem Workaround=0.003436426116838488, Update from customer=0.0429553264604811, Reassignment=0.001718213058419244, Reopen=0.03264604810996564, Impact Change=0.005154639175257732, Communication with customer=0.05670103092783505, Quality Indicator Fixed=0.05326460481099656, External update=0.00859106529209622, Closed=0.05670103092783505, Communication with vendor=0.003436426116838488, OO Response=0.001718213058419244, Quality Indicator Set=0.010309278350515464};NONALIGNING_ALL;{}
0.01;0.9;0.01;0.1;3625;276;254;3;0;-1.0;{Pending vendor=0.02252252252252252, Mail to Customer=0.03453453453453453, Status Change=0.14714714714714713, Analysis/Research=0.0045045045045045045, Caused By CI=0.0075075075075075074, External Vendor Assignment=0.02252252252252252, Update from customer=0.046546546546546545, Quality Indicator=0.021021021021021023, Reassignment=0.0045045045045045045, Reopen=0.015015015015015015, Impact Change=0.003003003003003003, Urgency Change=0.003003003003003003, Communication with customer=0.03153153153153153, Quality Indicator Fixed=0.05555555555555555, Assignment=0.46996996996997, Description Update=0.025525525525525526, Notify By Change=0.0015015015015015015, External update=0.0075075075075075074, Vendor Reference=0.003003003003003003, Closed=0.03453453453453453, Affected CI Change=0.0015015015015015015, Communication with vendor=0.010510510510510511, Resolved=0.013513513513513514, Quality Indicator Set=0.013513513513513514};NONALIGNING_ALL;{}
0.01;0.9;0.01;0.1;4445;277;260;2;0;-1.0;{Mail to Customer=0.021367521367521368, Status Change=0.15527065527065528, External Vendor Assignment=0.037037037037037035, Update=0.007122507122507123, Quality Indicator=0.01566951566951567, Urgency Change=0.011396011396011397, Open=0.002849002849002849, Assignment=0.43162393162393164, Description Update=0.02564102564102564, Vendor Reference=0.011396011396011397, Resolved=0.011396011396011397, Operator Update=0.007122507122507123, Pending vendor=0.03133903133903134, Analysis/Research=0.004273504273504274, Caused By CI=0.005698005698005698, Problem Workaround=0.0014245014245014246, Service Change=0.002849002849002849, Update from customer=0.02849002849002849, Reassignment=0.008547008547008548, Reopen=0.017094017094017096, Impact Change=0.009971509971509971, Quality Indicator Fixed=0.03418803418803419, Communication with customer=0.03418803418803419, External update=0.011396011396011397, Closed=0.045584045584045586, Affected CI Change=0.002849002849002849, Communication with vendor=0.017094017094017096, Quality Indicator Set=0.005698005698005698, OO Response=0.0014245014245014246};NONALIGNING_ALL;{}
